id,label,name,name_en,kind,kind_zh,description,source,source_url,count,weight,trapped_people,rescue_minutes,color,size
work_order:JS202407110095,work_order:JS202407110095,工单 JS202407110095,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,21.0,#64748b,5
work_order:JS202407150009,work_order:JS202407150009,工单 JS202407150009,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202407160024,work_order:JS202407160024,工单 JS202407160024,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202407160029,work_order:JS202407160029,工单 JS202407160029,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202407160081,work_order:JS202407160081,工单 JS202407160081,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202407170170,work_order:JS202407170170,工单 JS202407170170,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202407180178,work_order:JS202407180178,工单 JS202407180178,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,2.0,#64748b,5
work_order:JS202407190015,work_order:JS202407190015,工单 JS202407190015,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202407200116,work_order:JS202407200116,工单 JS202407200116,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202407220092,work_order:JS202407220092,工单 JS202407220092,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,22.0,#64748b,5
work_order:JS202407220104,work_order:JS202407220104,工单 JS202407220104,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202407230005,work_order:JS202407230005,工单 JS202407230005,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202407230095,work_order:JS202407230095,工单 JS202407230095,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202407230121,work_order:JS202407230121,工单 JS202407230121,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202407240022,work_order:JS202407240022,工单 JS202407240022,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202407250077,work_order:JS202407250077,工单 JS202407250077,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202407280093,work_order:JS202407280093,工单 JS202407280093,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202407290067,work_order:JS202407290067,工单 JS202407290067,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,19.0,#64748b,5
work_order:JS202407310166,work_order:JS202407310166,工单 JS202407310166,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,19.0,#64748b,5
work_order:JS202408010019,work_order:JS202408010019,工单 JS202408010019,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202408020101,work_order:JS202408020101,工单 JS202408020101,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202408040103,work_order:JS202408040103,工单 JS202408040103,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202408040171,work_order:JS202408040171,工单 JS202408040171,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202408050084,work_order:JS202408050084,工单 JS202408050084,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,1.0,#64748b,5
work_order:JS202408060099,work_order:JS202408060099,工单 JS202408060099,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,20.0,#64748b,5
work_order:JS202408090101,work_order:JS202408090101,工单 JS202408090101,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,6,18.0,#64748b,5
work_order:JS202408100059,work_order:JS202408100059,工单 JS202408100059,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202408110103,work_order:JS202408110103,工单 JS202408110103,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,11.0,#64748b,5
work_order:JS202408110151,work_order:JS202408110151,工单 JS202408110151,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,6,10.0,#64748b,5
work_order:JS202408120152,work_order:JS202408120152,工单 JS202408120152,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,9.0,#64748b,5
work_order:JS202408130113,work_order:JS202408130113,工单 JS202408130113,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202408140012,work_order:JS202408140012,工单 JS202408140012,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202408150028,work_order:JS202408150028,工单 JS202408150028,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202408160032,work_order:JS202408160032,工单 JS202408160032,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,21.0,#64748b,5
work_order:JS202408170121,work_order:JS202408170121,工单 JS202408170121,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,9.0,#64748b,5
work_order:JS202408180002,work_order:JS202408180002,工单 JS202408180002,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202408180007,work_order:JS202408180007,工单 JS202408180007,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202408180051,work_order:JS202408180051,工单 JS202408180051,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202408190038,work_order:JS202408190038,工单 JS202408190038,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202408190046,work_order:JS202408190046,工单 JS202408190046,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202408190083,work_order:JS202408190083,工单 JS202408190083,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,11.0,#64748b,5
work_order:JS202408200013,work_order:JS202408200013,工单 JS202408200013,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202408200033,work_order:JS202408200033,工单 JS202408200033,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202408220067,work_order:JS202408220067,工单 JS202408220067,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202408230041,work_order:JS202408230041,工单 JS202408230041,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,17.0,#64748b,5
work_order:JS202408240086,work_order:JS202408240086,工单 JS202408240086,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202408240142,work_order:JS202408240142,工单 JS202408240142,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,5,19.0,#64748b,5
work_order:JS202408280038,work_order:JS202408280038,工单 JS202408280038,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202408280082,work_order:JS202408280082,工单 JS202408280082,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,24.0,#64748b,5
work_order:JS202408290019,work_order:JS202408290019,工单 JS202408290019,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,23.0,#64748b,5
work_order:JS202408290030,work_order:JS202408290030,工单 JS202408290030,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,25.0,#64748b,5
work_order:JS202408290041,work_order:JS202408290041,工单 JS202408290041,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202408290080,work_order:JS202408290080,工单 JS202408290080,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202408310090,work_order:JS202408310090,工单 JS202408310090,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,14.0,#64748b,5
work_order:JS202408310113,work_order:JS202408310113,工单 JS202408310113,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,2.0,#64748b,5
work_order:JS202408310132,work_order:JS202408310132,工单 JS202408310132,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202409010057,work_order:JS202409010057,工单 JS202409010057,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202409020005,work_order:JS202409020005,工单 JS202409020005,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202409020105,work_order:JS202409020105,工单 JS202409020105,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202409030001,work_order:JS202409030001,工单 JS202409030001,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202409030071,work_order:JS202409030071,工单 JS202409030071,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,10.0,#64748b,5
work_order:JS202409030126,work_order:JS202409030126,工单 JS202409030126,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202409040049,work_order:JS202409040049,工单 JS202409040049,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,7,25.0,#64748b,5
work_order:JS202409060132,work_order:JS202409060132,工单 JS202409060132,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202409080144,work_order:JS202409080144,工单 JS202409080144,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202409090110,work_order:JS202409090110,工单 JS202409090110,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,0.0,#64748b,5
work_order:JS202409100017,work_order:JS202409100017,工单 JS202409100017,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202409100072,work_order:JS202409100072,工单 JS202409100072,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202409120098,work_order:JS202409120098,工单 JS202409120098,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,5.0,#64748b,5
work_order:JS202409130047,work_order:JS202409130047,工单 JS202409130047,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,1.0,#64748b,5
work_order:JS202409140030,work_order:JS202409140030,工单 JS202409140030,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,7,-5.0,#64748b,5
work_order:JS202409160116,work_order:JS202409160116,工单 JS202409160116,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202409160335,work_order:JS202409160335,工单 JS202409160335,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202409160365,work_order:JS202409160365,工单 JS202409160365,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202409170007,work_order:JS202409170007,工单 JS202409170007,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202409180040,work_order:JS202409180040,工单 JS202409180040,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,22.0,#64748b,5
work_order:JS202409190171,work_order:JS202409190171,工单 JS202409190171,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,5.0,#64748b,5
work_order:JS202409200045,work_order:JS202409200045,工单 JS202409200045,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,5,26.0,#64748b,5
work_order:JS202409200071,work_order:JS202409200071,工单 JS202409200071,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202409200157,work_order:JS202409200157,工单 JS202409200157,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202409210010,work_order:JS202409210010,工单 JS202409210010,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,,#64748b,5
work_order:JS202409210141,work_order:JS202409210141,工单 JS202409210141,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,27.0,#64748b,5
work_order:JS202409230053,work_order:JS202409230053,工单 JS202409230053,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,4.0,#64748b,5
work_order:JS202409230125,work_order:JS202409230125,工单 JS202409230125,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202409250072,work_order:JS202409250072,工单 JS202409250072,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202409270028,work_order:JS202409270028,工单 JS202409270028,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,3.0,#64748b,5
work_order:JS202409270063,work_order:JS202409270063,工单 JS202409270063,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,1448.0,#64748b,5
work_order:JS202409270064,work_order:JS202409270064,工单 JS202409270064,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,1450.0,#64748b,5
work_order:JS202409270070,work_order:JS202409270070,工单 JS202409270070,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202409280058,work_order:JS202409280058,工单 JS202409280058,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,8.0,#64748b,5
work_order:JS202409280070,work_order:JS202409280070,工单 JS202409280070,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,3.0,#64748b,5
work_order:JS202409290031,work_order:JS202409290031,工单 JS202409290031,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,24.0,#64748b,5
work_order:JS202409300027,work_order:JS202409300027,工单 JS202409300027,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,3.0,#64748b,5
work_order:JS202409300036,work_order:JS202409300036,工单 JS202409300036,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,4.0,#64748b,5
work_order:JS202409300058,work_order:JS202409300058,工单 JS202409300058,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202410020069,work_order:JS202410020069,工单 JS202410020069,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,4.0,#64748b,5
work_order:JS202410020090,work_order:JS202410020090,工单 JS202410020090,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202410020158,work_order:JS202410020158,工单 JS202410020158,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,24.0,#64748b,5
work_order:JS202410020168,work_order:JS202410020168,工单 JS202410020168,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202410030120,work_order:JS202410030120,工单 JS202410030120,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,2.0,#64748b,5
work_order:JS202410040086,work_order:JS202410040086,工单 JS202410040086,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,7.0,#64748b,5
work_order:JS202410040113,work_order:JS202410040113,工单 JS202410040113,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202410060072,work_order:JS202410060072,工单 JS202410060072,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202410060085,work_order:JS202410060085,工单 JS202410060085,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,11.0,#64748b,5
work_order:JS202410060088,work_order:JS202410060088,工单 JS202410060088,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202410070080,work_order:JS202410070080,工单 JS202410070080,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202410080033,work_order:JS202410080033,工单 JS202410080033,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,12.0,#64748b,5
work_order:JS202410080120,work_order:JS202410080120,工单 JS202410080120,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,15.0,#64748b,5
work_order:JS202410100049,work_order:JS202410100049,工单 JS202410100049,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202410100072,work_order:JS202410100072,工单 JS202410100072,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202410110060,work_order:JS202410110060,工单 JS202410110060,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,29.0,#64748b,5
work_order:JS202410120046,work_order:JS202410120046,工单 JS202410120046,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,1.0,#64748b,5
work_order:JS202410120075,work_order:JS202410120075,工单 JS202410120075,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,10,16.0,#64748b,5
work_order:JS202410130121,work_order:JS202410130121,工单 JS202410130121,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,5,5.0,#64748b,5
work_order:JS202410150011,work_order:JS202410150011,工单 JS202410150011,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202410150056,work_order:JS202410150056,工单 JS202410150056,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202410170077,work_order:JS202410170077,工单 JS202410170077,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,5,16.0,#64748b,5
work_order:JS202410180121,work_order:JS202410180121,工单 JS202410180121,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,1.0,#64748b,5
work_order:JS202410190095,work_order:JS202410190095,工单 JS202410190095,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202410190112,work_order:JS202410190112,工单 JS202410190112,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,10.0,#64748b,5
work_order:JS202410200122,work_order:JS202410200122,工单 JS202410200122,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,19.0,#64748b,5
work_order:JS202410230076,work_order:JS202410230076,工单 JS202410230076,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,5.0,#64748b,5
work_order:JS202410240066,work_order:JS202410240066,工单 JS202410240066,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202410240118,work_order:JS202410240118,工单 JS202410240118,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,8,5.0,#64748b,5
work_order:JS202410250042,work_order:JS202410250042,工单 JS202410250042,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,4.0,#64748b,5
work_order:JS202410250087,work_order:JS202410250087,工单 JS202410250087,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202410270027,work_order:JS202410270027,工单 JS202410270027,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,26.0,#64748b,5
work_order:JS202410280017,work_order:JS202410280017,工单 JS202410280017,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202410280102,work_order:JS202410280102,工单 JS202410280102,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202410290097,work_order:JS202410290097,工单 JS202410290097,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202411020002,work_order:JS202411020002,工单 JS202411020002,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,1.0,#64748b,5
work_order:JS202411030095,work_order:JS202411030095,工单 JS202411030095,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,20.0,#64748b,5
work_order:JS202411050072,work_order:JS202411050072,工单 JS202411050072,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202411060018,work_order:JS202411060018,工单 JS202411060018,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,3.0,#64748b,5
work_order:JS202411060028,work_order:JS202411060028,工单 JS202411060028,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,7.0,#64748b,5
work_order:JS202411070027,work_order:JS202411070027,工单 JS202411070027,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202411080013,work_order:JS202411080013,工单 JS202411080013,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202411080046,work_order:JS202411080046,工单 JS202411080046,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202411080066,work_order:JS202411080066,工单 JS202411080066,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202411100049,work_order:JS202411100049,工单 JS202411100049,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202411100069,work_order:JS202411100069,工单 JS202411100069,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,4.0,#64748b,5
work_order:JS202411110093,work_order:JS202411110093,工单 JS202411110093,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202411120056,work_order:JS202411120056,工单 JS202411120056,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202411130007,work_order:JS202411130007,工单 JS202411130007,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202411130031,work_order:JS202411130031,工单 JS202411130031,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,21.0,#64748b,5
work_order:JS202411140055,work_order:JS202411140055,工单 JS202411140055,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,2.0,#64748b,5
work_order:JS202411150092,work_order:JS202411150092,工单 JS202411150092,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202411170025,work_order:JS202411170025,工单 JS202411170025,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202411170071,work_order:JS202411170071,工单 JS202411170071,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,12,6.0,#64748b,5
work_order:JS202411180103,work_order:JS202411180103,工单 JS202411180103,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202411210087,work_order:JS202411210087,工单 JS202411210087,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202411210105,work_order:JS202411210105,工单 JS202411210105,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202411220002,work_order:JS202411220002,工单 JS202411220002,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202411220020,work_order:JS202411220020,工单 JS202411220020,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202411220099,work_order:JS202411220099,工单 JS202411220099,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202411220106,work_order:JS202411220106,工单 JS202411220106,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,11.0,#64748b,5
work_order:JS202411220110,work_order:JS202411220110,工单 JS202411220110,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,1.0,#64748b,5
work_order:JS202411240081,work_order:JS202411240081,工单 JS202411240081,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,23.0,#64748b,5
work_order:JS202411240098,work_order:JS202411240098,工单 JS202411240098,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,16.0,#64748b,5
work_order:JS202411240125,work_order:JS202411240125,工单 JS202411240125,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,11.0,#64748b,5
work_order:JS202411250075,work_order:JS202411250075,工单 JS202411250075,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202411260065,work_order:JS202411260065,工单 JS202411260065,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202411260151,work_order:JS202411260151,工单 JS202411260151,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202411270054,work_order:JS202411270054,工单 JS202411270054,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202411280044,work_order:JS202411280044,工单 JS202411280044,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202411280081,work_order:JS202411280081,工单 JS202411280081,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,4.0,#64748b,5
work_order:JS202411280088,work_order:JS202411280088,工单 JS202411280088,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202411300032,work_order:JS202411300032,工单 JS202411300032,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202412010032,work_order:JS202412010032,工单 JS202412010032,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202412010033,work_order:JS202412010033,工单 JS202412010033,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202412010097,work_order:JS202412010097,工单 JS202412010097,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,13.0,#64748b,5
work_order:JS202412020024,work_order:JS202412020024,工单 JS202412020024,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
